row_id,region,year,ols,fe,re,dgmm,sgmm,sfa1,sfa2,sfa3,sfa3d,tfe,field_013
428,广西壮族自治区,2009,0.98293,1.100509,0.941982,0.693232,0.856015,0.78605,0.955596,0.712055,0.992839,0.858286,1.164744
429,广西壮族自治区,2010,0.884,0.966256,0.691403,0.967653,0.951706,0.740491,0.671999,0.625854,0.789845,0.708164,0.702692
430,广西壮族自治区,2011,0.86403,0.704186,1.011704,0.917887,0.702398,0.865916,0.646417,0.648957,0.61526,0.844842,0.647843
431,广西壮族自治区,2012,0.78313,0.749709,0.741768,0.566333,0.600445,0.924471,0.729622,0.720311,0.811905,0.868078,0.821036
432,广西壮族自治区,2013,0.88773,0.949548,1.023185,0.626256,0.659457,0.627303,1.023283,0.785079,0.775669,0.945314,0.985333
433,广西壮族自治区,2014,0.76015,0.535782,0.776923,0.625548,0.612519,0.545071,0.610132,0.669249,0.764214,0.647258,0.570262
434,广西壮族自治区,2015,0.82514,0.841893,0.774809,0.756384,0.954765,0.739782,0.766137,0.920893,0.624229,0.951448,0.635773
435,广西壮族自治区,2016,0.75167,0.901016,0.809816,0.526618,0.728456,0.880315,0.572605,0.575348,0.870829,0.773774,0.698614
436,广西壮族自治区,2017,0.74324,0.599805,0.723287,0.877532,0.64463,0.854566,0.816148,0.889989,0.826434,0.676842,0.73176
437,广西壮族自治区,2018,0.71158,0.510814,0.586462,0.631697,0.610151,0.567612,0.808261,0.618754,0.726956,0.756131,0.774504
438,广西壮族自治区,2019,0.64205,0.573486,0.625826,0.509872,0.452421,0.669852,0.642757,0.549095,0.550989,0.617422,0.674449
439,广西壮族自治区,2020,0.66713,0.545615,0.628192,0.513133,0.518343,0.736866,0.493766,0.714978,0.482732,0.55813,0.774299
440,广西壮族自治区,2021,0.66976,0.655504,0.481675,0.477114,0.523133,0.789555,0.568268,0.496383,0.621627,0.523843,0.761479
441,广西壮族自治区,2022,0.60571,0.700763,0.586271,0.455043,0.649604,0.616356,0.558541,0.649665,0.715391,0.493493,0.440845
442,广西壮族自治区,2023,0.54166,0.746022,0.690867,0.432972,0.776075,0.443157,0.548814,0.802947,0.809155,0.463143,0.120211
443,新疆维吾尔自治区,1990,0.773,0.915101,0.831787,0.756396,0.851506,0.720181,0.655628,0.65586,0.927422,0.797535,0.849048
444,新疆维吾尔自治区,1991,0.83955,0.700995,0.907783,0.667338,0.834684,0.925691,0.665088,1.000267,0.953706,0.7298,0.765833
445,新疆维吾尔自治区,1992,0.43167,0.367634,0.448873,0.488587,0.475248,0.424782,0.481127,0.459617,0.430778,0.481788,0.451852
446,新疆维吾尔自治区,1993,0.67385,0.774667,0.766493,0.492076,0.585013,0.762679,0.53058,0.570202,0.542823,0.713643,0.618867
447,新疆维吾尔自治区,1994,0.69036,0.65693,0.663488,0.67588,0.75338,0.541164,0.554605,0.801815,0.803078,0.827855,0.725206
448,新疆维吾尔自治区,1995,0.39,0.38734,0.274786,0.354327,0.401384,0.353519,0.395421,0.39259,0.39273,0.419823,0.467828
449,新疆维吾尔自治区,1996,0.35344,0.372043,0.261353,0.403032,0.31093,0.339032,0.422747,0.316475,0.316981,0.275053,0.367501
450,新疆维吾尔自治区,1997,0.52324,0.485201,0.539874,0.424244,0.392578,0.48258,0.548246,0.515339,0.4148,0.605613,0.519426
451,新疆维吾尔自治区,1998,0.35917,0.319325,0.256032,0.277791,0.312235,0.412489,0.405298,0.344466,0.400349,0.360259,0.354178
452,新疆维吾尔自治区,1999,0.41553,0.482999,0.481582,0.391721,0.458043,0.470936,0.314437,0.382691,0.378486,0.337694,0.332599
453,新疆维吾尔自治区,2000,0.4125,0.451246,0.491118,0.460037,0.388439,0.456332,0.311916,0.449175,0.49241,0.483801,0.420366
454,新疆维吾尔自治区,2001,0.29048,0.23453,0.327936,0.261013,0.290926,0.288399,0.233246,0.315968,0.233644,0.297142,0.248653
455,新疆维吾尔自治区,2002,0.22727,0.222107,0.160566,0.20195,0.245866,0.186957,0.221171,0.242496,0.228775,0.16435,0.18123
456,新疆维吾尔自治区,2003,0.32239,0.327195,0.247938,0.314937,0.356071,0.27684,0.242644,0.375308,0.272701,0.263206,0.369544
457,新疆维吾尔自治区,2004,0.39938,0.336777,0.448802,0.418198,0.388812,0.426221,0.373955,0.423338,0.466578,0.341314,0.301979
458,新疆维吾尔自治区,2005,0.3056,0.333938,0.344808,0.321366,0.291518,0.265466,0.309304,0.303556,0.237558,0.242625,0.276204
459,新疆维吾尔自治区,2006,0.19404,0.20614,0.188648,0.153571,0.208682,0.184637,0.221089,0.2096,0.213358,0.193677,0.180316
460,新疆维吾尔自治区,2007,0.24,0.279528,0.248537,0.218875,0.268966,0.195142,0.200736,0.280394,0.183718,0.189094,0.197479
461,新疆维吾尔自治区,2008,0.35571,0.320847,0.380674,0.412045,0.335541,0.267899,0.279883,0.375182,0.291728,0.3139,0.3432
462,新疆维吾尔自治区,2009,0.28172,0.331257,0.27101,0.32225,0.262696,0.222959,0.220573,0.30256,0.205425,0.245939,0.283212
463,新疆维吾尔自治区,2010,0.31283,0.29666,0.22004,0.287991,0.349804,0.294051,0.223294,0.268292,0.305594,0.28099,0.276241
464,新疆维吾尔自治区,2011,0.17839,0.200104,0.145052,0.192135,0.131562,0.205812,0.134343,0.137643,0.164011,0.196179,0.199924
465,新疆维吾尔自治区,2012,0.19703,0.197488,0.154285,0.182636,0.161256,0.16017,0.22591,0.216484,0.172109,0.16747,0.185052
466,新疆维吾尔自治区,2013,0.25152,0.267828,0.255449,0.253834,0.18021,0.286435,0.26516,0.257124,0.263656,0.232684,0.234337
467,新疆维吾尔自治区,2014,0.18132,0.166769,0.18593,0.189494,0.154651,0.183424,0.186546,0.192149,0.152113,0.169527,0.196057
468,新疆维吾尔自治区,2015,0.27157,0.259877,0.305249,0.260896,0.208662,0.257808,0.198024,0.228633,0.254872,0.192921,0.262769
469,新疆维吾尔自治区,2016,0.20153,0.157494,0.239127,0.203912,0.19125,0.204156,0.19464,0.230006,0.196772,0.22025,0.163574
470,新疆维吾尔自治区,2017,0.17784,0.20536,0.141632,0.130448,0.203861,0.168,0.143385,0.196372,0.152516,0.161964,0.203982
471,新疆维吾尔自治区,2018,0.15737,0.187583,0.113561,0.127873,0.114307,0.142975,0.123981,0.181511,0.135359,0.180366,0.159655
472,新疆维吾尔自治区,2019,0.19872,0.143232,0.233287,0.19958,0.177513,0.221994,0.193788,0.160715,0.202845,0.168582,0.166273
473,新疆维吾尔自治区,2020,0.13713,0.164166,0.153241,0.117182,0.157872,0.096196,0.133711,0.140129,0.126388,0.155433,0.101686
474,新疆维吾尔自治区,2021,0.20073,0.234258,0.182206,0.146729,0.203747,0.151719,0.195794,0.200957,0.180179,0.171642,0.173571
475,新疆维吾尔自治区,2022,0.19417,0.141008,0.21039,0.195883,0.164168,0.207539,0.170692,0.155386,0.156021,0.196703,0.152726
476,新疆维吾尔自治区,2023,0.18761,0.047758,0.238574,0.245037,0.124589,0.263359,0.14559,0.109815,0.131863,0.221764,0.131881
477,江苏省,1990,3.8875,2.765956,4.293044,4.466932,3.138768,3.037382,4.204565,4.413712,3.059501,3.959535,3.421505
478,江苏省,1991,3.23773,3.072732,3.781179,2.789075,3.690523,2.508591,2.550778,2.629164,2.284087,3.58044,2.509368
479,江苏省,1992,3.30833,3.138152,2.801364,3.008003,3.128624,2.760705,2.946964,3.202533,3.417045,2.740755,2.417366
480,江苏省,1993,2.76,2.436914,2.608807,2.86085,2.907467,3.118441,2.997029,3.23461,1.94166,2.52184,1.989546
481,江苏省,1994,2.63286,2.350509,2.036936,2.164366,2.280949,2.085144,2.485101,2.600526,2.582569,1.910533,2.435919
482,江苏省,1995,2.616,2.900412,3.106814,2.755694,2.132616,2.410958,2.584163,3.0101,2.025909,2.087673,2.75784
483,江苏省,1996,2.27219,1.773465,2.000457,2.244081,2.098479,2.056557,2.592567,2.04297,1.902548,2.569004,2.013113
484,江苏省,1997,2.24294,2.566396,1.6443,1.6275,1.824027,2.671971,1.644681,1.841051,2.567741,2.156206,2.228766
485,江苏省,1998,2.08222,1.870169,1.533223,2.127302,2.154746,1.830002,2.12143,1.762018,2.007762,1.983545,2.228519
486,江苏省,1999,1.87158,1.746913,2.113836,1.68487,1.623576,2.134592,1.759097,1.708808,1.864093,1.383471,1.93074
487,江苏省,2000,1.85175,2.155363,1.436365,1.707999,1.927005,2.16114,1.58532,1.987409,2.168399,1.79305,1.919339
488,江苏省,2001,1.68571,1.754542,1.654967,1.29596,1.747495,1.20505,1.406813,1.19888,1.469049,1.662316,1.7612
489,江苏省,2002,1.69205,1.523027,1.566648,1.631368,1.861419,1.866596,1.989726,1.88438,1.414719,1.638052,1.870167
490,江苏省,2003,1.72087,1.707809,1.637597,1.55133,1.720767,2.041537,1.2509,1.648284,2.060312,1.898395,1.893267
491,江苏省,2004,1.54229,1.555016,1.10149,1.464314,1.696783,1.614641,1.239031,1.682641,1.249935,1.419063,1.186254
492,江苏省,2005,1.4144,1.321191,1.355222,1.687294,1.097419,1.448077,1.557254,1.517566,1.663433,1.346099,1.173301
493,江苏省,2006,1.51481,1.583898,1.088723,1.106416,1.176642,1.507734,1.700175,1.743014,1.389518,1.214694,1.637462
494,江苏省,2007,1.35315,1.620909,1.065523,1.334014,1.225113,1.011356,1.023237,1.287683,1.562521,1.115481,1.125034
495,江苏省,2008,1.37589,1.317844,1.055255,1.628246,1.253645,1.238524,0.966702,1.536047,1.563125,1.043697,1.113029
496,江苏省,2009,1.36621,1.076872,1.639148,1.32406,1.39058,1.368857,1.441307,1.284453,1.362587,1.345509,1.272717
497,江苏省,2010,1.219,1.158172,1.052009,1.225497,0.893369,1.443454,1.249536,0.859322,1.449976,1.426754,1.358332
498,江苏省,2011,1.27242,1.301786,1.230404,1.293974,1.233241,1.51129,1.027478,0.98825,1.054759,1.413785,1.498655
499,江苏省,2012,1.18828,1.210229,0.886101,1.346441,1.228944,1.174758,1.357112,1.023942,0.925314,1.087634,1.307988
500,江苏省,2013,1.11303,0.952052,0.96168,1.240004,0.95163,0.99654,0.830242,0.950283,0.81289,1.28851,1.019246
501,江苏省,2014,1.11794,1.067522,1.151423,1.281485,1.146862,0.963095,1.301809,1.297751,1.199562,1.265129,0.891066
502,江苏省,2015,1.02586,1.187604,1.121426,1.046856,1.193923,0.756539,0.895665,0.893911,0.931581,0.797994,0.900528
503,江苏省,2016,1.0625,0.91103,0.789788,1.097934,0.765096,0.940089,1.102609,0.745057,0.855674,1.120449,1.022986
504,江苏省,2017,1.05378,1.116157,1.022729,1.21104,1.020263,0.909848,1.03803,1.238144,0.883461,1.149057,1.065903
505,江苏省,2018,0.96513,0.869169,1.019315,0.705396,0.950906,0.877498,1.031716,0.827581,0.771498,0.940174,1.151808
506,江苏省,2019,0.98372,0.776901,1.097701,0.888386,1.118546,1.149838,0.996083,0.745757,1.059159,0.746898,0.689822
507,江苏省,2020,0.93488,0.985966,1.119373,0.768944,0.816352,0.955788,1.054717,0.821933,0.795046,0.814931,0.704082
508,江苏省,2021,0.88085,1.026274,0.978074,0.802934,0.898542,0.638919,0.687797,0.82011,0.913463,0.674505,0.692985
509,江苏省,2022,0.91821,0.695015,0.859476,1.05759,0.781409,0.71224,1.022018,0.990707,0.795449,0.876775,0.907195
510,江苏省,2023,0.95557,0.363756,0.740878,1.312246,0.664276,0.785561,1.356239,1.161304,0.677435,1.079045,1.121405
511,江西省,1990,1.874,1.852655,1.691154,1.424802,2.11599,1.587259,1.370719,2.040655,1.909587,2.130513,1.549086
512,江西省,1991,1.42455,1.167856,1.526514,1.696448,1.006683,1.57455,1.555119,1.662458,1.343845,1.550047,1.261178
513,江西省,1992,1.53625,1.590464,1.084255,1.419495,1.11968,1.165015,1.698816,1.255439,1.713656,1.294168,1.560968
514,江西省,1993,1.52308,1.812035,1.742537,1.736902,1.69092,1.261961,1.147166,1.593245,1.482213,1.073008,1.254665
515,江西省,1994,1.08429,0.96496,1.287026,1.122475,0.819091,1.21607,1.139964,0.765604,1.08936,1.082735,1.09154
516,江西省,1995,1.169,0.892987,1.009677,1.007281,1.301226,0.864709,1.184688,0.968926,1.014213,0.894998,0.992306
517,江西省,1996,0.99313,0.795404,0.81183,1.13686,0.868885,0.744079,0.914936,1.015719,0.954939,1.128548,0.840005
518,江西省,1997,1.02206,1.184106,1.202514,1.001076,0.891021,1.175746,0.954174,1.218581,0.871683,0.846766,0.882487
519,江西省,1998,1.10611,1.165642,1.111675,0.879756,0.891017,0.922508,1.179181,1.278321,0.980578,1.299183,0.828101
520,江西省,1999,0.96974,0.968496,1.082886,1.080064,0.726032,0.966178,0.718022,0.854154,1.154094,0.961717,0.852176
521,江西省,2000,0.94375,1.106349,0.736134,0.665957,1.056188,1.028848,0.775734,0.971543,0.892108,0.957416,0.883454
522,江西省,2001,0.88048,0.639736,0.650865,0.873353,0.837711,0.683989,0.641242,0.908237,0.97636,1.020569,1.054537
523,江西省,2002,0.74023,0.597756,0.747585,0.792598,0.620096,0.584113,0.858671,0.6832,0.615069,0.638712,0.527604
524,江西省,2003,0.76935,0.601622,0.865747,0.86267,0.872825,0.596906,0.683627,0.569902,0.613193,0.710893,0.566109
525,江西省,2004,0.72375,0.556535,0.809247,0.605547,0.555883,0.789018,0.627585,0.559415,0.577466,0.810216,0.715731
526,江西省,2005,0.6196,0.546537,0.679026,0.439823,0.650667,0.443696,0.700613,0.600039,0.624755,0.60626,0.444433
527,江西省,2006,0.73173,0.812836,0.784921,0.796357,0.803353,0.677905,0.585414,0.527,0.569601,0.689356,0.512665
528,江西省,2007,0.6687,0.513444,0.801007,0.668356,0.704526,0.678628,0.559765,0.564079,0.722327,0.728272,0.493497
529,江西省,2008,0.61607,0.631214,0.647706,0.557649,0.613829,0.503965,0.702937,0.734578,0.550016,0.432987,0.582896
530,江西省,2009,0.58724,0.423242,0.700966,0.442903,0.618793,0.519186,0.583847,0.504317,0.664921,0.659754,0.455952
531,江西省,2010,0.5915,0.446713,0.573264,0.703335,0.540874,0.65925,0.629208,0.583503,0.604004,0.662823,0.458312
532,江西省,2011,0.64113,0.676064,0.643463,0.709044,0.654817,0.643174,0.696567,0.617837,0.472672,0.690227,0.748441
533,江西省,2012,0.61516,0.490544,0.605424,0.69258,0.713802,0.669499,0.493964,0.444579,0.703173,0.5339,0.687055
534,江西省,2013,0.53546,0.417799,0.503055,0.428567,0.460754,0.551749,0.55478,0.556584,0.387841,0.547364,0.385292
535,江西省,2014,0.55794,0.397354,0.552668,0.461685,0.639339,0.408167,0.610705,0.451849,0.623823,0.535674,0.438285
536,江西省,2015,0.55686,0.461584,0.58779,0.419703,0.425383,0.553488,0.431536,0.398921,0.647925,0.658567,0.605192
537,江西省,2016,0.55417,0.532926,0.65359,0.620556,0.622463,0.548659,0.445761,0.509119,0.628287,0.642945,0.459166
538,江西省,2017,0.42595,0.338755,0.360474,0.423446,0.344888,0.345983,0.341932,0.318135,0.442025,0.306255,0.415481
539,江西省,2018,0.47013,0.501734,0.345124,0.517568,0.557055,0.360474,0.453959,0.553924,0.487593,0.533675,0.447608
540,江西省,2019,0.48731,0.400811,0.402117,0.463235,0.540824,0.506839,0.343986,0.434879,0.479584,0.350949,0.430137
541,江西省,2020,0.45938,0.416483,0.415068,0.533578,0.391865,0.366581,0.390097,0.508092,0.46836,0.476092,0.34121
542,江西省,2021,0.42902,0.399704,0.510122,0.427162,0.367395,0.510998,0.342554,0.325132,0.397117,0.364816,0.384551
543,江西省,2022,0.41845,0.45728,0.442513,0.496933,0.497238,0.443116,0.437508,0.485358,0.340545,0.349679,0.354592
544,江西省,2023,0.40788,0.514856,0.374904,0.566704,0.627081,0.375234,0.532462,0.645584,0.283973,0.334542,0.324633
545,河北省,1990,2.5355,1.847492,2.308623,2.848229,2.365951,2.0498,2.662884,1.951524,1.80591,1.819906,2.807356
546,河北省,1991,2.29409,1.649084,2.500605,2.727743,2.315655,2.681976,2.02972,1.93034,2.305355,2.513842,2.588538
547,河北省,1992,2.37917,1.666392,2.84822,2.781127,2.396606,2.518396,1.808786,2.588153,2.193544,2.23675,2.48416
548,河北省,1993,2.20692,2.07731,1.784165,2.470849,2.183927,1.768871,2.222438,2.081173,1.887096,2.328061,2.100616
549,河北省,1994,2.08643,1.632005,1.471308,2.195883,1.510616,1.71469,2.420884,1.722159,1.972176,1.586187,1.569474
550,河北省,1995,1.93433,2.295376,2.2175,2.164847,2.09525,2.171076,2.14709,1.589248,1.914796,2.096256,2.251583
551,河北省,1996,1.80688,1.849861,1.873838,1.740743,1.833906,1.394618,1.522057,1.485992,1.972493,2.065656,1.780296
552,河北省,1997,1.48029,1.663125,1.571732,1.473973,1.340673,1.06741,1.201362,1.151758,1.666367,1.131196,1.060897
553,河北省,1998,1.43167,1.603997,1.120494,1.100322,1.280841,1.468561,1.087552,1.587361,1.089098,1.672903,1.654978
554,河北省,1999,1.45053,1.671195,1.12745,1.323895,1.375302,1.475736,1.133673,1.499858,1.524677,1.51081,1.238024
555,河北省,2000,1.3585,1.258963,0.979669,1.091473,1.626288,1.124417,0.992588,1.299419,1.240188,1.345689,1.319402
556,河北省,2001,1.31881,1.271254,1.308233,1.036004,1.316608,1.538484,1.414002,1.034936,1.046937,1.546489,1.471423
557,河北省,2002,1.29341,1.38678,0.996313,0.950513,1.493823,0.963654,1.219374,1.045475,1.002224,1.453999,0.932069
558,河北省,2003,1.1237,1.342435,1.261641,1.080715,1.118561,1.121213,0.880315,1.245786,0.973817,1.007753,1.244471
559,河北省,2004,1.08333,0.859571,0.806975,1.082531,1.269872,1.11358,0.794527,0.953008,1.211816,1.010381,1.05209
560,河北省,2005,1.1798,1.134319,1.013495,1.158139,0.943958,0.834473,0.922143,1.177204,1.051544,1.21989,1.203667
561,河北省,2006,1.13481,0.926957,1.143728,1.112827,1.046225,0.850346,1.356459,1.316479,0.960467,0.990982,0.990392
562,河北省,2007,0.99444,0.83948,0.981675,1.01847,0.905938,1.052947,0.928313,0.722633,1.082751,0.770605,0.734636
563,河北省,2008,1.06125,0.858381,0.980033,0.752023,1.178518,0.965175,0.976976,0.986188,1.085447,1.053705,0.933348
564,河北省,2009,0.99172,1.126569,0.80166,0.950855,0.977354,1.032841,0.884459,0.968518,0.970471,0.849045,0.969737
565,河北省,2010,0.91367,0.952333,1.009474,0.874489,0.890085,0.936335,0.807828,0.845891,0.685917,0.6517,0.997386
566,河北省,2011,0.87645,1.051199,0.677681,0.701477,0.942466,0.865786,1.012977,1.010523,0.843576,0.953799,0.650161
567,河北省,2012,0.81188,0.670812,0.896099,0.605967,0.969281,0.862163,0.814059,0.903268,0.575538,0.701249,0.857827
568,河北省,2013,0.79303,0.68931,0.828486,0.733791,0.869121,0.677065,0.926322,0.888265,0.716978,0.903103,0.630943
569,河北省,2014,0.81515,0.639018,0.863444,0.813688,0.965493,0.868115,0.912981,0.916079,0.592742,0.602981,0.874294
570,河北省,2015,0.85257,0.764995,0.754457,0.928723,0.958801,0.822663,0.604763,0.654365,0.946729,0.886435,0.673497
571,河北省,2016,0.77292,0.717445,0.788105,0.665536,0.900479,0.815196,0.777137,0.616316,0.686899,0.825375,0.668921
572,河北省,2017,0.75027,0.655113,0.68042,0.867507,0.692717,0.791212,0.63097,0.780701,0.540525,0.860912,0.854918
573,河北省,2018,0.72263,0.847756,0.836548,0.600442,0.746009,0.704812,0.704357,0.843644,0.701784,0.742504,0.683718
574,河北省,2019,0.73308,0.839725,0.639082,0.7727,0.834212,0.823187,0.525829,0.52511,0.718452,0.645452,0.634002
575,河北省,2020,0.653,0.653934,0.731693,0.743774,0.650617,0.762639,0.620735,0.631856,0.657708,0.652941,0.651792
576,河北省,2021,0.72646,0.512207,0.857306,0.695174,0.646857,0.867709,0.768809,0.782626,0.820307,0.750385,0.767668
577,河北省,2022,0.70643,0.676003,0.749542,0.520666,0.541287,0.628227,0.637785,0.675636,0.745078,0.677239,0.498908
578,河北省,2023,0.6864,0.839799,0.641778,0.346158,0.435717,0.388745,0.506761,0.568646,0.669849,0.604093,0.230148
579,河南省,1990,1.9765,1.75865,1.762919,1.535009,2.243011,1.456661,1.658738,2.306141,1.87133,2.120804,1.405133
580,河南省,1991,1.69727,1.956311,1.532722,1.295325,1.21041,1.907565,1.572422,1.884346,1.482772,1.799839,1.262754
581,河南省,1992,1.46667,1.19045,1.092828,1.157875,1.661367,1.682076,1.411286,1.19199,1.456972,1.249806,1.07756
582,河南省,1993,1.29192,1.379709,1.080823,1.427239,1.302866,1.471009,0.91171,1.30448,1.20061,1.07227,1.498747
583,河南省,1994,1.33071,1.049162,1.581421,1.078836,0.985354,1.004835,1.564547,1.573569,1.47994,0.949065,1.527753
584,河南省,1995,1.01567,0.752944,0.784014,0.78247,1.139284,0.823056,1.166798,1.170018,1.002514,0.747612,1.191235
585,河南省,1996,1.04188,1.091718,1.078278,1.126746,0.912787,0.949794,0.754026,1.136394,0.861651,0.967756,1.191467
586,河南省,1997,0.99559,1.108627,0.964117,0.923239,1.19139,0.900549,0.752874,1.022837,1.03804,0.751739,0.787779
587,河南省,1998,0.94222,0.809369,1.018806,0.769795,0.858129,0.674593,0.718623,0.786256,0.697518,1.08707,1.045273
588,河南省,1999,0.81211,0.739836,0.575685,0.741574,0.969353,0.864762,0.679228,0.672374,0.963806,0.858915,0.944348
589,河南省,2000,0.77825,0.915269,0.852121,0.758576,0.713002,0.907813,0.894373,0.73996,0.930554,0.916101,0.631425
590,河南省,2001,0.7431,0.709908,0.583582,0.763753,0.772343,0.64248,0.69168,0.828997,0.744269,0.601974,0.885576
591,河南省,2002,0.84796,0.920735,0.597986,1.013993,0.934133,0.693559,0.721092,0.950515,0.724671,0.716022,0.916402
592,河南省,2003,0.69978,0.5232,0.636264,0.703835,0.820664,0.780496,0.700875,0.621295,0.691421,0.514662,0.617754
593,河南省,2004,0.82813,0.806163,0.720195,0.938216,0.865159,0.634716,0.982678,0.626303,0.845035,0.862484,0.795017
594,河南省,2005,0.646,0.455856,0.765755,0.561923,0.725225,0.651575,0.606859,0.57704,0.466483,0.732971,0.621232
595,河南省,2006,0.59981,0.719068,0.673069,0.524592,0.665547,0.498938,0.511432,0.440223,0.699766,0.692328,0.684897
596,河南省,2007,0.70852,0.674928,0.61182,0.839553,0.50482,0.781376,0.652114,0.507852,0.778932,0.722038,0.588085
597,河南省,2008,0.54679,0.565683,0.40817,0.412227,0.473987,0.496493,0.529518,0.543932,0.586176,0.480127,0.646498
598,河南省,2009,0.66069,0.698422,0.724162,0.561025,0.482654,0.638497,0.781557,0.503664,0.534881,0.516818,0.745615
599,河南省,2010,0.66667,0.559134,0.497607,0.519367,0.55962,0.59176,0.68904,0.695067,0.685094,0.532214,0.652374
600,河南省,2011,0.60387,0.526974,0.573237,0.573472,0.586582,0.622494,0.59212,0.567766,0.450856,0.616142,0.598436
601,河南省,2012,0.47813,0.552904,0.535605,0.456456,0.47256,0.521348,0.450805,0.511814,0.468897,0.344723,0.353942
602,河南省,2013,0.49273,0.530972,0.376207,0.378769,0.498842,0.494254,0.391018,0.430072,0.353921,0.422459,0.511258
603,河南省,2014,0.51544,0.383658,0.385272,0.492705,0.516291,0.605989,0.540089,0.616473,0.520972,0.589695,0.557712
604,河南省,2015,0.46043,0.534042,0.403575,0.410763,0.494445,0.483708,0.38769,0.378067,0.339677,0.369577,0.336353
605,河南省,2016,0.43625,0.388686,0.386941,0.425139,0.476581,0.357747,0.307033,0.319854,0.380737,0.355766,0.43707
606,河南省,2017,0.46568,0.522884,0.398041,0.479213,0.348433,0.339431,0.425963,0.409623,0.389575,0.409795,0.555198
607,河南省,2018,0.50368,0.430423,0.454031,0.358769,0.384679,0.570629,0.532485,0.602547,0.367176,0.447292,0.415927
608,河南省,2019,0.50487,0.403721,0.461503,0.421053,0.552618,0.537426,0.448554,0.528364,0.374842,0.373045,0.429146
609,河南省,2020,0.4,0.337328,0.410112,0.437704,0.408956,0.44258,0.448876,0.35194,0.426056,0.39842,0.395476
610,河南省,2021,0.40122,0.351938,0.314942,0.341667,0.286323,0.479955,0.412807,0.429362,0.392449,0.373761,0.443669
611,河南省,2022,0.3706,0.351795,0.323403,0.310025,0.359069,0.314417,0.435516,0.43025,0.410434,0.346729,0.362071
612,河南省,2023,0.33998,0.351652,0.331864,0.278383,0.431815,0.148879,0.458225,0.431138,0.428419,0.319697,0.280473
613,浙江省,1990,2.595,2.070654,2.914341,2.710867,2.706611,2.961336,2.701758,2.740112,2.710244,2.633795,2.622273
614,浙江省,1991,2.44364,2.05241,1.862686,2.108736,2.47814,2.908587,2.162496,2.617598,1.837956,2.458444,2.809961
615,浙江省,1992,2.19167,2.477658,2.033998,2.430975,2.430997,1.588893,1.612146,1.883058,2.312779,1.841504,1.908547
616,浙江省,1993,2.20346,1.702791,2.02042,1.696159,1.777841,2.028309,2.390844,1.674631,2.441039,2.032253,1.58852
617,浙江省,1994,2.11464,2.271465,2.138983,1.712015,1.59203,2.106163,1.685455,1.525377,1.725528,2.015974,1.928491
618,浙江省,1995,1.86233,1.870862,1.934517,1.551286,1.894589,1.55935,1.759197,1.354754,2.030204,1.413585,1.600657
619,浙江省,1996,1.68719,1.42758,1.620105,1.48869,1.875546,1.420849,1.266909,1.482481,1.507891,1.735104,1.275194
620,浙江省,1997,1.50529,1.689241,1.551145,1.38609,1.48425,1.603725,1.168966,1.061067,1.364444,1.311578,1.412703
621,浙江省,1998,1.52972,1.31293,1.20923,1.090829,1.674893,1.321251,1.608212,1.554381,1.703529,1.398961,1.501958
622,浙江省,1999,1.56079,1.304242,1.704226,1.225578,1.608736,1.095908,1.587385,1.610344,1.109986,1.128747,1.55311
623,浙江省,2000,1.46,1.26985,1.254578,1.65326,1.695615,1.69982,1.156743,1.177388,1.695732,1.362647,1.299838
624,浙江省,2001,1.33833,1.484359,1.020372,1.454581,1.248999,1.354005,0.957069,1.372554,1.329058,1.171108,1.049855
625,浙江省,2002,1.24955,1.451284,1.246933,0.967823,0.916716,1.466616,1.476812,1.290018,1.304537,1.204212,1.39418
626,浙江省,2003,1.09587,0.969801,1.028288,1.040101,1.237982,0.887227,1.085711,0.922098,1.109031,0.962799,0.796621
627,浙江省,2004,1.08813,1.204424,0.985025,1.179985,0.86136,1.010629,0.884428,1.132684,0.863514,0.968812,1.161595
628,浙江省,2005,1.0778,0.836049,1.277753,1.145367,0.790308,1.003981,1.134406,0.995219,0.874602,1.192316,0.906947
629,浙江省,2006,1.09173,0.981881,1.173152,0.878898,0.912436,1.057986,1.028443,0.963223,1.070071,1.038826,0.835174
630,浙江省,2007,1.10722,0.862293,1.218077,1.051651,1.301861,1.048683,0.854045,1.052802,1.320041,1.03843,0.914997
631,浙江省,2008,1.06893,1.2507,1.162514,1.073964,1.274548,0.789479,0.876287,1.142535,1.054402,1.204352,1.164769
632,浙江省,2009,0.89862,1.070527,0.972389,0.732745,1.048915,0.976442,1.040639,0.983505,0.651626,0.70424,0.959206
633,浙江省,2010,0.8525,0.937895,0.921885,0.744233,0.667687,0.899413,0.826601,0.799304,0.912073,0.916207,0.93694
634,浙江省,2011,0.84387,0.775636,0.744564,0.642692,0.771931,0.875786,0.746952,0.768817,0.85323,0.625089,0.951827
635,浙江省,2012,0.89578,0.710068,0.760733,1.047186,1.056547,0.678554,1.053062,0.693442,0.682272,1.066418,1.007503
636,浙江省,2013,0.82,0.68283,0.937432,0.954915,0.832497,0.649407,0.691317,0.661346,0.63122,0.772916,0.843731
637,浙江省,2014,0.77162,0.59616,0.719372,0.59028,0.907029,0.779434,0.683723,0.859783,0.602001,0.65765,0.733654
638,浙江省,2015,0.78843,0.5895,0.928785,0.644486,0.749331,0.641955,0.757822,0.766495,0.865364,0.699266,0.723163
